Date,Food,Category
2026-01-03,Melon,Fruit
2026-01-03,Hazelnut,Other
2026-01-03,Sweet Potato,Vegetables
2026-01-03,Peanut,Other
2026-01-04,Blueberries,Fruit
2026-01-04,Sunflower Seed,Other
2026-01-04,Coffee,Other
2026-01-04,Coconut,Other
2026-01-04,Cherries,Fruit
2026-01-04,Oats,Other
2026-01-04,Strawberries,Fruit
2026-01-05,Coffee,Other
2026-01-05,Sunflower Seed,Other
2026-01-05,Raspberries,Fruit
2026-01-05,Mango,Fruit
2026-01-05,Flaxseed,Other
2026-01-05,Watermelon,Fruit
2026-01-05,Potato,Vegetables
2026-01-05,Walnut,Other
2026-01-05,Chocolate,Other
2026-01-06,Coffee,Other
2026-01-06,Apple,Fruit
2026-01-06,Tomato,Vegetables
2026-01-06,Mushroom,Vegetables
2026-01-06,Sweet Potato,Vegetables
2026-01-06,Onion,Vegetables
2026-01-06,Pepper,Vegetables
2026-01-07,Banana,Fruit
2026-01-07,Almond,Other
2026-01-07,Brazil Nut,Other
2026-01-08,Pistachio,Other
2026-01-08,Coffee,Other
2026-01-08,Grape,Fruit
2026-01-08,Haricot Bean,Other
2026-01-08,Rice,Other
2026-01-08,Edamame,Other
2026-01-09,Strawberries,Fruit
2026-01-09,Coffee,Other
2026-01-09,Coconut,Other
2026-01-09,Pumpkin Seed,Other
2026-01-09,Cranberries,Fruit
2026-01-09,Blueberries,Fruit
2026-01-09,Blackberries,Fruit
2026-01-09,Oats,Other
2026-01-09,Chocolate,Other
2026-01-10,Lentils,Other
2026-01-10,Coffee,Other
2026-01-10,Chocolate,Other
2026-01-10,Pecan,Other
2026-01-10,Cranberries,Fruit
2026-01-10,Sweet Potato,Vegetables
2026-01-10,Green Beans,Vegetables
2026-01-10,Broccoli,Vegetables
2026-01-11,Chocolate,Other
2026-01-11,Hazelnut,Other
2026-01-11,Potato,Vegetables
2026-01-11,Coffee,Other
2026-01-11,Brazil Nut,Other
2026-01-12,Coffee,Other
2026-01-12,Peanut,Other
2026-01-12,Blueberries,Fruit
2026-01-12,Cherries,Fruit
2026-01-12,Sunflower Seed,Other
2026-01-12,Oats,Other
2026-01-12,Rice,Other
2026-01-13,Coffee,Other
2026-01-13,Avocado,Fruit
2026-01-13,Apple,Fruit
2026-01-13,Walnut,Other
2026-01-14,Coffee,Other
2026-01-14,Almond,Other
2026-01-14,Banana,Fruit
2026-01-14,Tomato,Vegetables
2026-01-15,Coffee,Other
2026-01-16,Coffee,Other
2026-01-16,Coconut,Other
2026-01-16,Pumpkin Seed,Other
2026-01-16,Strawberries,Fruit
2026-01-16,Raspberries,Fruit
2026-01-16,Oats,Other
2026-01-16,Blackberries,Fruit
2026-01-16,Pistachio,Other
2026-01-16,Broccoli,Vegetables
2026-01-16,Popcorn,Other
2026-01-17,Coffee,Other
2026-01-17,Chickpea,Other
2026-01-17,Pepper,Vegetables
2026-01-17,Pecan,Other
2026-01-17,Onion,Vegetables
2026-01-17,Avocado,Fruit
2026-01-17,Grape,Fruit
2026-01-18,Coffee,Other
2026-01-18,Mushroom,Vegetables
2026-01-18,Avocado,Fruit
2026-01-18,Brazil Nut,Other
2026-01-18,Chocolate,Other
2026-01-18,Potato,Vegetables
2026-01-18,Carrot,Vegetables
2026-01-18,Apple,Fruit
2026-01-19,Chocolate,Other
2026-01-19,Hazelnut,Other
2026-01-19,Lentils,Other
2026-01-20,Coffee,Other
2026-01-20,Pepper,Vegetables
2026-01-20,Rice,Other
2026-01-20,Walnut,Other
2026-01-20,Chocolate,Other
2026-01-22,Coffee,Other
2026-01-23,Spinach,Vegetables
2026-01-23,Tomato,Vegetables
2026-01-23,Onion,Vegetables
2026-01-23,Sweet Potato,Vegetables
2026-01-24,Avocado,Fruit
2026-01-24,Coffee,Other
2026-01-25,Onion,Vegetables
2026-01-25,Rice,Other
2026-01-26,Blueberries,Fruit
2026-01-26,Coconut,Other
2026-01-26,Chocolate,Other
2026-01-26,Coffee,Other
2026-01-26,Cranberries,Fruit
2026-01-26,Oats,Other
2026-01-26,Peanut,Other
2026-01-26,Raspberries,Fruit
2026-01-28,Pumpkin Seed,Other
2026-01-28,Oats,Other
2026-01-28,Blackberries,Fruit
2026-01-28,Cherries,Fruit
2026-01-28,Pecan,Other
2026-01-28,Lentils,Other
2026-01-28,Sweet Potato,Vegetables
2026-01-28,Rice,Other
2026-01-28,Coffee,Other
2026-01-28,Almond,Other
2026-01-28,Tomato,Vegetables
2026-01-28,Kidney Bean,Other
2026-01-29,Haricot Bean,Other
2026-01-29,Coffee,Other
2026-01-30,Coffee,Other
2026-02-01,Broccoli,Vegetables
2026-02-01,Brazil Nut,Other
2026-02-01,Pistachio,Other
2026-02-01,Onion,Vegetables
2026-02-01,Kale,Vegetables
2026-02-02,Hazelnut,Other
2026-02-03,Pepper,Vegetables
2026-02-03,Onion,Vegetables
2026-02-03,Avocado,Fruit
2026-02-03,Walnut,Other
2026-02-04,Coffee,Other
2026-02-04,Cranberries,Fruit
2026-02-04,Pumpkin Seed,Other
2026-02-04,Peanut,Other
2026-02-04,Blackberries,Fruit
2026-02-04,Blueberries,Fruit
2026-02-07,Coffee,Other
2026-02-07,Rice,Other
2026-02-07,Black Beans,Other
2026-02-09,Coffee,
2026-02-09,Blueberries,
2026-02-09,Peanut,
2026-02-09,Grape,
2026-02-09,Coconut,
2026-02-09,Cherries,
2026-02-09,Sunflower Seed,
2026-02-09,Strawberries,
2026-02-09,Almond,
2026-02-09,Oats,
2026-02-09,Broccoli,
2026-02-11,Rice,
2026-02-11,Pumpkin Seed,
2026-02-11,Cranberries,
2026-02-11,Raspberries,
2026-02-11,Walnut,
2026-02-11,Potato,
2026-02-11,Chocolate,
2026-02-12,Tomato, 

